,000270.KS,000660.KS,005380.KS,005930.KS,006400.KS,009540.KS,012450.KS,028260.KS,034020.KS,035420.KS,042660.KS,051910.KS,055550.KS,068270.KS,069500.KS,105560.KS,133690.KS,148070.KS,153130.KS,207940.KS,229200.KS,261240.KS,360750.KS,411060.KS,458730.KS,AAPL,AMD,AMZN,AVGO,COST,GOOGL,JPM,LLY,META,MSFT,NVDA,TLT,TSLA,V,XOM
2023-01-31,,,,,,,0.01950990008463055,0.03032742533790708,,,,,0.04017476323998352,0.03329373172998024,0.031410469039729536,,0.03395672660543147,0.2,0.14072321638289326,0.028824347933406286,0.029337053583155612,1.0000000000057693e-06,0.0372290143248839,0.1592747836171067,0.04211933830935101,,,,0.0307725016185789,,,0.033430901735514246,0.045176890467988236,,,,1.0000000000098194e-06,,0.03416232624082395,0.030274609748635505
2023-02-28,,,,,0.018015897640643787,,0.020100965260903655,0.03330008574222564,,,,,0.04814938897164715,,0.031711829679447176,,0.03236036466918759,0.17744128143711976,1.000000000001004e-06,0.032331856732729716,0.02925544346290186,1.0000000000000002e-06,0.03611774169227504,0.141124357152537,0.04411490503110644,,,,0.032050615598919356,,,0.03563730731806722,0.04855640703084225,,,,0.1725567185628803,,0.03398391507407808,0.03318891894248805
2023-03-31,0.02973549942649832,,,,0.018350152998030615,,0.02121644908692847,0.04096710190012162,,,,0.020465659276762527,,,0.032919339687695615,,0.03252616725004115,0.18154538964226094,0.039932809293397785,,0.027550707503929163,1.0000000000014158e-06,0.040132152426343506,0.13853853767389626,0.050476898050711934,,,,0.03400049281819927,,,0.04400684245808836,0.041617142111350335,,,,0.12852080106434127,,0.03659344214032054,0.04090341519108228
2023-04-30,0.027554671750099315,,0.02400848789976062,0.030614753674595385,,,0.025284421867208143,,,,,0.022748982429531876,,,0.034526147804077395,,0.03266355772830981,0.1534743847977177,0.097427890969615,,0.026699400362666492,1.0000000000050108e-06,0.043646302079189354,0.15000000000000013,0.06366151977263634,,0.015496804411975072,,0.03574756967439717,,,,0.04302057927089775,,,0.01661710113429437,0.09909672423266724,,,0.05770970014036098
2023-05-31,0.03065793766497631,,0.023713277926097977,,,,0.026329598558171536,,,,0.044719831603558156,0.022824674932349673,,,0.03658135827785893,,0.031105814842401765,0.16148328284015961,0.10360194619282338,,0.026746372085497263,1e-06,0.04480739170851733,0.13998875852129017,0.07737699426331159,0.024240573377853663,,,,,,,0.046286198078443475,0.02313320304468844,0.034702285920126696,0.016785729194857144,0.08491377096701695,,,
2023-06-30,0.03087776847911341,0.03142329248605963,0.025459727240593342,0.03214165122094389,,,0.02724560868783126,,,,,,,,0.037675514662055966,,0.03432441419481425,0.1508435552030534,0.0941027771940365,,0.02773398900677087,1.000000000008506e-06,0.05057426227263869,0.15816474090568367,0.08503665153962887,0.026118668137084574,0.014996824378064275,,0.03568003050873864,,,,,0.02408618933477966,,0.01662540785088285,0.09688792669722633,,,
2023-07-31,0.03562448414761002,,,0.030896771374432974,,0.02716890500941763,0.022982392867941275,,,,0.03199305761365421,,,,0.03529150110804927,,0.032118993691515,0.1601181587310544,0.07341288554242761,,0.02654972631543413,1.0000000000201513e-06,0.04485342250409664,0.1774435324494272,0.07467149431738311,0.026237008145137658,,,0.032198336112971446,,,,0.039378283774672666,0.023382339318784237,,0.016653283698899846,0.08902442327709074,,,
2023-08-31,,0.026047627116288725,,0.030463838401820653,,0.025213246217519063,0.025746192154630074,,,,0.030160445791947373,,,,0.035041518276055506,,0.03206019314865479,0.15300641520491895,0.07644023754307608,,0.02656786776068529,1.0000000000029229e-06,0.045224088328535465,0.18008597411159094,0.07681124024567185,,,,0.03098916654425686,,0.03568652248762315,,0.03978558166986743,0.02417424326795276,,0.016028228588490786,0.09046637314041414,,,
2023-09-30,,0.024857320873609035,,0.030643283343289203,,0.02483627516577463,0.02496884848306454,,,,0.028864200383286746,,,,0.03515264436072626,,0.03288629648114879,0.14848434064048976,0.0739974812487508,,0.025601386547289447,1.0000000000096741e-06,0.04639063837625832,0.1949766374690243,0.07766634866827621,,,,0.02922324916346595,,0.03768276915574262,,0.039528057644142724,0.025970738100376634,,0.01572794325354899,0.08254054064173506,,,
2023-10-31,,0.033855292066644053,,,,0.028642251511998625,0.036284220442761646,,,,0.03467777580057345,,,,0.04612831223659145,0.056267813402952054,0.04858612657025374,0.19324876581020753,0.0227387623566266,,0.03410921374158923,1e-06,0.06815415664520562,1.0000000000064834e-06,0.09597926582916111,,0.023369839691053204,,0.04306138807102084,,0.0467007340963142,,,0.033809909616126635,,0.020372700277754105,0.13401147183316586,,,
2023-11-30,0.028180174292134815,0.02519078017768771,,0.02892722297935964,,,0.019041966550567793,,,,,,,,0.03283999981764684,0.04873855508233677,0.0321763934453571,0.11060763950194495,0.11397705925238831,,0.023873294177274546,1.0000000000000002e-06,0.04706765293333816,0.1973836423473568,0.07579624002470453,,,0.025623130250781355,0.02959061593755937,,,,0.04371237779631637,0.02431594743864518,,0.014925649096289849,0.07803065889831003,,,
2023-12-31,0.03641787361955332,0.035610571057766195,,0.04473632318770183,,0.034083612674267925,0.0264081702078794,,,,,,,,0.04611764828826639,,0.040458460493328824,0.1371787244138078,0.12638375123053494,,0.03343516112694214,1e-06,0.058884973347486214,1e-06,0.09672125080212957,,,0.03275335054315229,,,,,0.06607360477543461,0.031158619970952046,0.048381387609554384,0.018757992295584995,0.0864365243556572,,,
2024-01-31,0.03136467751767356,0.030124949371671938,,0.03455819185350003,,,0.022950871044515476,,,,,,,0.029214853615152817,0.03819877652606723,,0.03205996960896664,0.09624845154026886,0.14322179460514636,,0.025673995130242617,1.0000000000057384e-06,0.047547567279355066,0.19911811877397073,0.0763913944463123,,0.015947134187653526,,0.026369246573169695,,,,0.051106778678250704,0.024059459846329845,,0.01443213432113859,0.06141063508061395,,,
2024-02-29,0.03792667120216288,0.03366417204777399,,0.04538454421704037,,,0.02664236773417637,0.052585099737224174,,,,,,,0.04653227383981727,,0.04458711458461178,0.13927259193961616,0.11467845115863295,,0.0325092250799404,1.0000000000255048e-06,0.0627147036282887,1.0000000000165025e-06,0.09917841043093885,,0.020203729043375206,,0.03406798527496342,,,,0.06680084346121437,0.029426857862611067,,0.017775001855861144,0.09604795690175084,,,
2024-03-31,0.030454823507089623,0.025877847913426497,0.027366137233656874,,,,0.02068036504053713,0.04202919544916774,,,,,,,0.03735242452023995,,0.035977381409264916,0.11197423689439807,0.14334805716180937,,0.025576800807234065,1.0000000000212715e-06,0.04890415169816632,0.17436210378562209,0.07443968131516909,,0.017588645365403572,,0.02818804421366424,,,,0.048842728838777764,0.022503510476055016,,0.014218262212147153,0.07031460215817036,,,
